signal_source,feature_mode,autocorr,snr,between_tract,arch,seed,tract_fips,method,recovery_r,morans_i_true,morans_i_output,wtvr_achieved,generator_commit
latent,na,weak,low,low,na,42,47065011325,ceiling_gbm,-0.022137656378235986,0.01203040708305649,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,42,47065011325,granite,0.018286429621334626,0.01203040708305649,0.9932498357053515,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011326,dasymetric,-0.009251951316348496,0.031126638738121555,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011326,pycnophylactic,-0.031764746267627354,0.031126638738121555,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011326,ceiling_gbm,0.04017261551827273,0.031126638738121555,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,42,47065011326,granite,0.009508660769449069,0.031126638738121555,0.997639399411651,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011402,dasymetric,-0.04732029562317362,0.006785866708582799,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011402,pycnophylactic,0.027008903849970095,0.006785866708582799,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011402,ceiling_gbm,0.022834888742231066,0.006785866708582799,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,42,47065011402,granite,-0.004656801520742449,0.006785866708582799,0.9760015046045494,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011413,dasymetric,-0.06390978690647103,0.002741608508244439,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011413,pycnophylactic,0.029826220245674266,0.002741608508244439,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011413,ceiling_gbm,-0.008314108701182025,0.002741608508244439,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,42,47065011413,granite,-0.00623326641991802,0.002741608508244439,0.9780632482176179,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011444,dasymetric,-0.012298199784035057,0.015293832471755487,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011444,pycnophylactic,0.008982649114292588,0.015293832471755487,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011444,ceiling_gbm,-0.011003644045409896,0.015293832471755487,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,42,47065011444,granite,-0.0077864846157054395,0.015293832471755487,0.9941489930275238,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011447,dasymetric,-0.06475759184627324,0.00927950010069485,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011447,pycnophylactic,-0.043727488315857245,0.00927950010069485,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011447,ceiling_gbm,0.07977404826229152,0.00927950010069485,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,42,47065011447,granite,-0.0112221082570902,0.00927950010069485,0.9843927542708241,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011900,dasymetric,-0.03675403902896017,0.0011233709093283173,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011900,pycnophylactic,-0.09288996558359086,0.0011233709093283173,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,42,47065011900,ceiling_gbm,0.07068552389686897,0.0011233709093283173,,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,42,47065011900,granite,0.0019479880682470622,0.0011233709093283173,0.8977282066236847,0.5429887920348985,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065000600,dasymetric,0.031609792171147504,0.019502952981177275,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065000600,pycnophylactic,-0.004097417088916063,0.019502952981177275,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065000600,ceiling_gbm,0.03664518817640125,0.019502952981177275,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065000600,granite,-0.028617170950500936,0.019502952981177275,0.9948916756973588,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065000700,dasymetric,-0.04672702458588366,0.01260350795746535,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065000700,pycnophylactic,-0.005161381581281054,0.01260350795746535,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065000700,ceiling_gbm,-0.016226340134797648,0.01260350795746535,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065000700,granite,0.0035831418201696702,0.01260350795746535,0.9799366512537742,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065001200,dasymetric,0.0318068427273861,0.0011540415482400308,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065001200,pycnophylactic,-0.03329398964842289,0.0011540415482400308,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065001200,ceiling_gbm,0.059032282088452896,0.0011540415482400308,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065001200,granite,0.031098483294333568,0.0011540415482400308,0.9793814776204142,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065001800,dasymetric,0.021250396088613756,0.009242948920861345,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065001800,pycnophylactic,0.009004095268877778,0.009242948920861345,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065001800,ceiling_gbm,0.006486897405465509,0.009242948920861345,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065001800,granite,-0.038117810847356125,0.009242948920861345,0.9775643546107691,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065001900,dasymetric,-0.0022228820443949736,0.010722543577637795,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065001900,pycnophylactic,-0.01221005265941466,0.010722543577637795,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065001900,ceiling_gbm,-0.0543222083856418,0.010722543577637795,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065001900,granite,0.015262406673243772,0.010722543577637795,0.9835778489784017,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065002400,dasymetric,-0.0019517279965564122,0.0078176179331797,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065002400,pycnophylactic,-0.0007780509116327674,0.0078176179331797,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065002400,ceiling_gbm,0.07127009909483434,0.0078176179331797,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065002400,granite,-0.030398450094773443,0.0078176179331797,0.995917393117582,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065003400,dasymetric,-0.008376065824166357,-0.014329960952072883,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065003400,pycnophylactic,-0.051187663115934,-0.014329960952072883,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065003400,ceiling_gbm,0.03797065675414964,-0.014329960952072883,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065003400,granite,0.014514543285285859,-0.014329960952072883,0.9851332817820546,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065010431,dasymetric,-0.01103603368465006,0.025169637433544608,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065010431,pycnophylactic,-0.033251825230692984,0.025169637433544608,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065010431,ceiling_gbm,0.015130525138905759,0.025169637433544608,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065010431,granite,0.0009190513267821518,0.025169637433544608,0.9962800223858255,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065010433,dasymetric,0.031536825109951434,0.008590941036605999,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065010433,pycnophylactic,-0.002302189215084076,0.008590941036605999,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065010433,ceiling_gbm,0.06147746980110072,0.008590941036605999,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065010433,granite,0.013839526661701835,0.008590941036605999,0.9929529269293607,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065010435,dasymetric,0.02256391507062829,0.010594487881325913,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065010435,pycnophylactic,-0.018185808786050424,0.010594487881325913,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065010435,ceiling_gbm,0.052507787735741815,0.010594487881325913,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065010435,granite,0.007181042474994316,0.010594487881325913,0.9941761057157308,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011311,dasymetric,0.006025785852203674,0.010774005599749737,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011311,pycnophylactic,-0.026498032920741394,0.010774005599749737,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011311,ceiling_gbm,0.06261253621239526,0.010774005599749737,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065011311,granite,-0.013976096319624829,0.010774005599749737,0.9976326957351678,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011321,dasymetric,0.0036836219421855334,0.01425831604144907,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011321,pycnophylactic,0.004095593422927157,0.01425831604144907,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011321,ceiling_gbm,0.021756632668950466,0.01425831604144907,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065011321,granite,0.003171665393606835,0.01425831604144907,0.9965070748250862,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011324,dasymetric,0.3771335885834692,0.20837700390218716,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011324,pycnophylactic,0.5937232102297264,0.20837700390218716,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011324,ceiling_gbm,0.3486891273706853,0.20837700390218716,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065011324,granite,0.34286674772432235,0.20837700390218716,0.167931555377862,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011325,dasymetric,-0.026666027518750746,0.0232842275894923,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011325,pycnophylactic,0.028020131864359605,0.0232842275894923,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011325,ceiling_gbm,0.07685719617228208,0.0232842275894923,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065011325,granite,-0.0016182566623636238,0.0232842275894923,0.9948782056221649,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011326,dasymetric,-0.03474623685192075,0.018032976291462655,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011326,pycnophylactic,-0.03629106695779742,0.018032976291462655,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011326,ceiling_gbm,0.052102370345935164,0.018032976291462655,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065011326,granite,0.04028251800294047,0.018032976291462655,0.9899401427896338,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011402,dasymetric,-0.012893992644584651,0.0031467462144483386,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011402,pycnophylactic,-0.0533606070532863,0.0031467462144483386,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011402,ceiling_gbm,0.03225841073312413,0.0031467462144483386,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065011402,granite,0.013386032824348406,0.0031467462144483386,0.974189833775579,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011413,dasymetric,0.015099638493746934,0.02949959437643063,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011413,pycnophylactic,-0.014617341051800363,0.02949959437643063,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011413,ceiling_gbm,0.027607639258970796,0.02949959437643063,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065011413,granite,0.004178233568117921,0.02949959437643063,0.9857952238704583,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011444,dasymetric,-0.019368403000656637,0.008392089654937871,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011444,pycnophylactic,-0.010158575149994284,0.008392089654937871,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,low,low,na,17,47065011444,ceiling_gbm,-0.0064459039890643515,0.008392089654937871,,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,low,low,sage,17,47065011444,granite,-0.0452040435773942,0.008392089654937871,0.9969241531885461,0.5242614633595986,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
